Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,85.71%,39.0
Jeremy Sochan,PF,78.57%,28.0
Tari Eason,SF,75.00%,38.25
Jalen Green,PG,53.57%,19.0
Joel Embiid,C,50.00%,56.0
Marvin Bagley III,PF,39.29%,48.25
Tre Jones,PG,39.29%,19.75
Tyrese Maxey,PG,32.14%,32.25
Hamidou Diallo,SG,28.57%,26.75
Giannis Antetokounmpo,PF,21.43%,58.25
Anthony Edwards,SG,21.43%,43.0
James Harden,PG,17.86%,69.25
Bam Adebayo,C,17.86%,57.75
Jarrett Allen,C,17.86%,24.75
Domantas Sabonis,C,14.29%,51.0
Evan Mobley,PF,14.29%,48.75
Zach Collins,C,14.29%,39.0
De'Aaron Fox,PG,10.71%,38.5
Darius Garland,PG,10.71%,40.75
Kevin Huerter,SG,10.71%,39.0
James Wiseman,C,10.71%,19.75
Jimmy Butler,F,7.14%,44.25
Rudy Gobert,C,7.14%,35.5
Tyler Herro,PG,7.14%,34.5
Khris Middleton,SF,7.14%,14.25
Harrison Barnes,F,7.14%,27.0
Caris LeVert,SG,7.14%,20.5
Rodney McGruder,F,7.14%,6.0
Donovan Mitchell,G,3.57%,36.25
Dejounte Murray,SG,3.57%,23.75
Alperen Sengun,C,3.57%,36.5
Bobby Portis,PF,3.57%,13.75
Mike Conley,PG,3.57%,34.25
KJ Martin,SF,3.57%,34.75
Kyle Anderson,F,3.57%,47.25
Jabari Smith Jr.,PF,3.57%,17.0
Kevin Love,C,3.57%,16.25
Keita Bates-Diop,SF,3.57%,30.25
Jaden McDaniels,SF,3.57%,31.5
Keegan Murray,F,3.57%,6.25
Pat Connaughton,SG,3.57%,3.5
Gabe Vincent,SG,3.57%,16.5
Onyeka Okongwu,C,3.57%,21.0
Charles Bassey,C,3.57%,28.5
Nickeil Alexander-Walker,SG,3.57%,33.25
Blake Wesley,PG,3.57%,6.5
Taurean Prince,PF,3.57%,10.0
Josh Christopher,SF,3.57%,24.25
Cory Joseph,G,3.57%,17.0
Cody Zeller,C,3.57%,15.0
Jalen McDaniels,PF,3.57%,11.0
Raul Neto,G,3.57%,0.0
