Player,Roster Position,%Drafted,FPTS
Anthony Edwards,UTIL,81.82%,23.5
Domantas Sabonis,UTIL,72.73%,18.25
De'Aaron Fox,UTIL,54.55%,23.5
Kyle Anderson,UTIL,54.55%,21.75
Keegan Murray,UTIL,54.55%,4.25
Rudy Gobert,UTIL,45.45%,22.0
Taurean Prince,UTIL,45.45%,-0.5
Harrison Barnes,UTIL,36.36%,11.0
Naz Reid,UTIL,36.36%,1.25
Trey Lyles,UTIL,27.27%,19.5
Jaden McDaniels,UTIL,18.18%,18.5
Davion Mitchell,UTIL,18.18%,3.5
Jordan McLaughlin,UTIL,18.18%,1.25
Mike Conley,UTIL,9.09%,12.5
Malik Monk,UTIL,9.09%,8.25
Nickeil Alexander-Walker,UTIL,9.09%,17.25
Kevin Huerter,CPT,9.09%,42.0
