Player,Roster Position,%Drafted,FPTS
De'Aaron Fox,T3,60.87%,38.5
Giannis Antetokounmpo,T1,56.52%,58.25
Domantas Sabonis,T2,52.17%,51.0
Dejounte Murray,T4,52.17%,23.75
Jarrett Allen,T5,47.83%,24.75
Joel Embiid,T1,43.48%,56.0
Jeremy Sochan,T6,39.13%,28.0
Donovan Mitchell,T2,26.09%,36.25
Bam Adebayo,T3,26.09%,57.75
Clint Capela,T6,26.09%,37.75
Mike Conley,T6,26.09%,34.25
Trae Young,T2,21.74%,35.5
Kevin Porter Jr.,T4,17.39%,28.0
Zach Collins,T5,17.39%,39.0
Jalen Green,T5,17.39%,19.0
Alperen Sengun,T4,13.04%,36.5
Jimmy Butler,T3,8.70%,44.25
Evan Mobley,T4,8.70%,48.75
Tyler Herro,T4,8.70%,34.5
Brook Lopez,T5,8.70%,42.5
Khris Middleton,T5,8.70%,14.25
Jaden Ivey,T6,8.70%,16.0
Jrue Holiday,T3,4.35%,54.0
