Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,100.00%,32.25
Jaden McDaniels,SF,93.33%,31.5
Harrison Barnes,SF,80.00%,27.0
Kyle Anderson,SF,80.00%,47.25
Joel Embiid,C,80.00%,56.0
Keegan Murray,SF,80.00%,6.25
James Harden,PG,73.33%,69.25
De'Anthony Melton,SG,73.33%,9.0
Tobias Harris,PF,33.33%,6.0
Mike Conley,PG,26.67%,34.25
Domantas Sabonis,C,20.00%,51.0
Kevin Huerter,G,13.33%,39.0
De'Aaron Fox,PG,13.33%,38.5
Taurean Prince,UTIL,6.67%,10.0
Rudy Gobert,UTIL,6.67%,35.5
Malik Monk,G,6.67%,16.75
Naz Reid,UTIL,6.67%,17.5
Anthony Edwards,SG,6.67%,43.0
