Player,Roster Position,%Drafted,FPTS
Keegan Murray,SF,100.00%,6.25
Tyrese Maxey,PG,90.00%,32.25
Harrison Barnes,SF,80.00%,27.0
Kyle Anderson,SF,80.00%,47.25
Joel Embiid,C,80.00%,56.0
De'Aaron Fox,PG,50.00%,38.5
Mike Conley,PG,40.00%,34.25
De'Anthony Melton,SG,40.00%,9.0
James Harden,PG,30.00%,69.25
Tobias Harris,SF,30.00%,6.0
Rudy Gobert,UTIL,30.00%,35.5
Kevin Huerter,SG,30.00%,39.0
Jaden McDaniels,SF,30.00%,31.5
Domantas Sabonis,C,20.00%,51.0
Naz Reid,PF,20.00%,17.5
Khris Middleton,SF,10.00%,14.25
Pat Connaughton,SG,10.00%,3.5
Taurean Prince,UTIL,10.00%,10.0
Trey Lyles,F,10.00%,30.0
Malik Monk,SG,10.00%,16.75
