Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,77.27%,32.25
De'Aaron Fox,PG,59.09%,38.5
Harrison Barnes,SF,54.55%,27.0
Kyle Anderson,SF,54.55%,47.25
Joel Embiid,C,50.00%,56.0
Keegan Murray,SF,50.00%,6.25
James Harden,PG,45.45%,69.25
De'Anthony Melton,SG,45.45%,9.0
Jaden McDaniels,SF,36.36%,31.5
Tobias Harris,SF,31.82%,6.0
Taurean Prince,SF,31.82%,10.0
Anthony Edwards,SG,31.82%,43.0
Rudy Gobert,C,27.27%,35.5
Kevin Huerter,SG,27.27%,39.0
Mike Conley,PG,22.73%,34.25
Naz Reid,PF,22.73%,17.5
Trey Lyles,PF,18.18%,30.0
Brook Lopez,C,13.64%,42.5
Domantas Sabonis,C,9.09%,51.0
Chimezie Metu,UTIL,9.09%,8.5
Malik Monk,SG,9.09%,16.75
Nickeil Alexander-Walker,SG,9.09%,33.25
P.J. Tucker,F,4.55%,8.0
Khris Middleton,SF,4.55%,14.25
Giannis Antetokounmpo,PF,4.55%,58.25
Bobby Portis,C,4.55%,13.75
Grayson Allen,G,4.55%,31.25
Kessler Edwards,F,4.55%,10.75
