Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,80.00%,28.0
Jalen Green,PG,60.00%,19.0
Devonte' Graham,PG,60.00%,39.0
Joel Embiid,C,40.00%,56.0
James Harden,G,40.00%,69.25
Anthony Edwards,SG,40.00%,43.0
Marvin Bagley III,PF,40.00%,48.25
Harrison Barnes,SF,40.00%,27.0
Giannis Antetokounmpo,PF,20.00%,58.25
Donovan Mitchell,PG,20.00%,36.25
De'Aaron Fox,PG,20.00%,38.5
Tyler Herro,G,20.00%,34.5
Jarrett Allen,C,20.00%,24.75
Zach Collins,C,20.00%,39.0
Kyle Anderson,SF,20.00%,47.25
Tyrese Maxey,SG,20.00%,32.25
Killian Hayes,PG,20.00%,16.5
Kevin Love,C,20.00%,16.25
Max Strus,F,20.00%,12.25
Keegan Murray,SF,20.00%,6.25
Hamidou Diallo,SF,20.00%,26.75
Naz Reid,F,20.00%,17.5
Tari Eason,PF,20.00%,38.25
Caleb Martin,F,20.00%,24.25
Charles Bassey,C,20.00%,28.5
Caris LeVert,UTIL,20.00%,20.5
Jevon Carter,G,20.00%,11.25
Taurean Prince,SF,20.00%,10.0
