Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,87.10%,28.0
Devonte' Graham,PG,87.10%,39.0
Tari Eason,SF,74.19%,38.25
Joel Embiid,C,64.52%,56.0
Jalen Green,PG,64.52%,19.0
Marvin Bagley III,PF,48.39%,48.25
Tyrese Maxey,PG,38.71%,32.25
Tre Jones,PG,35.48%,19.75
Bam Adebayo,C,25.81%,57.75
Hamidou Diallo,SG,25.81%,26.75
Anthony Edwards,SG,19.35%,43.0
Evan Mobley,PF,19.35%,48.75
De'Aaron Fox,PG,16.13%,38.5
Rudy Gobert,C,16.13%,35.5
Zach Collins,C,16.13%,39.0
Harrison Barnes,SF,16.13%,27.0
Kyle Anderson,SF,12.90%,47.25
Keegan Murray,SF,12.90%,6.25
Jimmy Butler,SF,9.68%,44.25
Tyler Herro,PG,9.68%,34.5
Jarrett Allen,C,9.68%,24.75
James Wiseman,C,9.68%,19.75
James Harden,G,6.45%,69.25
Darius Garland,G,6.45%,40.75
Kevin Porter Jr.,PG,6.45%,28.0
Jaden Ivey,SG,6.45%,16.0
Naz Reid,F,6.45%,17.5
Giannis Antetokounmpo,UTIL,3.23%,58.25
Domantas Sabonis,C,3.23%,51.0
Trae Young,PG,3.23%,35.5
Donovan Mitchell,SG,3.23%,36.25
Dejounte Murray,PG,3.23%,23.75
Alperen Sengun,C,3.23%,36.5
Clint Capela,C,3.23%,37.75
Keita Bates-Diop,SF,3.23%,30.25
Jaden McDaniels,F,3.23%,31.5
De'Andre Hunter,UTIL,3.23%,25.75
Caleb Martin,UTIL,3.23%,24.25
De'Anthony Melton,UTIL,3.23%,9.0
Caris LeVert,SG,3.23%,20.5
Isaac Okoro,SF,3.23%,8.5
Trey Lyles,C,3.23%,30.0
