Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,82.61%,13.5
De'Aaron Fox,UTIL,82.61%,12.5
Kyle Anderson,UTIL,56.52%,8.5
Anthony Edwards,UTIL,52.17%,7.75
Jaden McDaniels,UTIL,43.48%,8.25
Taurean Prince,UTIL,39.13%,0.0
Mike Conley,UTIL,30.43%,12.5
Malik Monk,UTIL,26.09%,2.0
Kevin Huerter,UTIL,26.09%,5.5
Harrison Barnes,UTIL,26.09%,4.5
Naz Reid,UTIL,26.09%,0.0
Jordan McLaughlin,UTIL,26.09%,0.0
Trey Lyles,UTIL,21.74%,4.75
Nickeil Alexander-Walker,UTIL,21.74%,9.0
Rudy Gobert,UTIL,13.04%,14.25
Keegan Murray,UTIL,8.70%,0.0
Chimezie Metu,UTIL,8.70%,0.0
Luka Garza,UTIL,4.35%,0.0
Nathan Knight,UTIL,4.35%,0.0
