Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,UTIL,100.00%,58.25
Joel Embiid,UTIL,94.12%,56.0
P.J. Tucker,UTIL,64.71%,8.0
James Harden,UTIL,52.94%,69.25
Tyrese Maxey,UTIL,47.06%,32.25
De'Anthony Melton,UTIL,47.06%,9.0
Jrue Holiday,UTIL,41.18%,54.0
Jalen McDaniels,UTIL,29.41%,11.0
Grayson Allen,UTIL,23.53%,31.25
Georges Niang,UTIL,23.53%,21.75
Brook Lopez,UTIL,17.65%,42.5
Tobias Harris,UTIL,17.65%,6.0
Joe Ingles,UTIL,11.76%,12.25
Bobby Portis,UTIL,5.88%,13.75
Khris Middleton,UTIL,5.88%,14.25
Pat Connaughton,UTIL,5.88%,3.5
Dewayne Dedmon,UTIL,5.88%,0.0
Jevon Carter,CPT,5.88%,16.88
