Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,100.00%,32.25
Joel Embiid,C,69.70%,56.0
Keegan Murray,SF,69.70%,6.25
Harrison Barnes,SF,66.67%,27.0
Kyle Anderson,SF,57.58%,47.25
Jaden McDaniels,SF,51.52%,31.5
James Harden,PG,48.48%,69.25
De'Anthony Melton,SG,33.33%,9.0
Kevin Huerter,SG,30.30%,39.0
Mike Conley,PG,24.24%,34.25
Tobias Harris,SF,24.24%,6.0
Rudy Gobert,C,24.24%,35.5
Giannis Antetokounmpo,PF,21.21%,58.25
Taurean Prince,SF,18.18%,10.0
De'Aaron Fox,PG,18.18%,38.5
Jordan McLaughlin,PG,15.15%,8.25
Domantas Sabonis,C,15.15%,51.0
Malik Monk,SG,15.15%,16.75
Naz Reid,C,12.12%,17.5
Anthony Edwards,SG,12.12%,43.0
P.J. Tucker,PF,9.09%,8.0
Khris Middleton,SF,9.09%,14.25
Pat Connaughton,SG,9.09%,3.5
Trey Lyles,PF,9.09%,30.0
Jrue Holiday,PG,6.06%,54.0
Nickeil Alexander-Walker,G,6.06%,33.25
Brook Lopez,UTIL,3.03%,42.5
Austin Rivers,UTIL,3.03%,0.0
Bobby Portis,PF,3.03%,13.75
Thanasis Antetokounmpo,F,3.03%,0.0
Grayson Allen,SG,3.03%,31.25
Shake Milton,G,3.03%,4.75
Matt Ryan,SF,3.03%,0.0
Terence Davis,G,3.03%,5.25
