Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,100.00%,28.0
Devonte' Graham,PG,95.65%,39.0
Joel Embiid,C,86.96%,56.0
Tari Eason,SF,82.61%,38.25
Jalen Green,PG,73.91%,19.0
Tre Jones,PG,65.22%,19.75
Marvin Bagley III,PF,60.87%,48.25
Hamidou Diallo,SG,43.48%,26.75
Bam Adebayo,C,39.13%,57.75
James Harden,PG,21.74%,69.25
Zach Collins,C,21.74%,39.0
Tyler Herro,PG,13.04%,34.5
Tyrese Maxey,G,13.04%,32.25
Harrison Barnes,SF,13.04%,27.0
Giannis Antetokounmpo,PF,8.70%,58.25
Anthony Edwards,G,8.70%,43.0
De'Aaron Fox,G,4.35%,38.5
Jimmy Butler,F,4.35%,44.25
Evan Mobley,C,4.35%,48.75
Alperen Sengun,C,4.35%,36.5
Jarrett Allen,C,4.35%,24.75
Kyle Anderson,F,4.35%,47.25
Tobias Harris,PF,4.35%,6.0
James Wiseman,C,4.35%,19.75
John Collins,UTIL,4.35%,3.75
Charles Bassey,C,4.35%,28.5
Blake Wesley,PG,4.35%,6.5
Romeo Langford,G,4.35%,7.25
