Player,Roster Position,%Drafted,FPTS
Bam Adebayo,UTIL,100.00%,57.75
Trae Young,UTIL,90.91%,35.5
Tyler Herro,UTIL,90.91%,34.5
Jimmy Butler,UTIL,54.55%,44.25
Victor Oladipo,UTIL,54.55%,12.5
Onyeka Okongwu,UTIL,54.55%,21.0
Dejounte Murray,UTIL,36.36%,23.75
John Collins,UTIL,27.27%,3.75
De'Andre Hunter,UTIL,18.18%,25.75
Cody Zeller,UTIL,18.18%,15.0
Clint Capela,UTIL,9.09%,37.75
Kevin Love,UTIL,9.09%,16.25
Max Strus,UTIL,9.09%,12.25
Caleb Martin,UTIL,9.09%,24.25
Gabe Vincent,UTIL,9.09%,16.5
Jalen Johnson,UTIL,9.09%,13.0
