Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,81.25%,28.0
Devonte' Graham,PG,75.00%,39.0
Bam Adebayo,C,75.00%,57.75
Tari Eason,SF,75.00%,38.25
Zach Collins,C,62.50%,39.0
Jalen Green,PG,62.50%,19.0
Jimmy Butler,SF,56.25%,44.25
Trae Young,PG,50.00%,35.5
Tre Jones,PG,37.50%,19.75
Tyler Herro,SG,37.50%,34.5
Dejounte Murray,SG,25.00%,23.75
Alperen Sengun,C,25.00%,36.5
Jabari Smith Jr.,PF,25.00%,17.0
KJ Martin,SF,18.75%,34.75
Keita Bates-Diop,SF,12.50%,30.25
Kevin Porter Jr.,PG,12.50%,28.0
Kevin Love,PF,6.25%,16.25
Bogdan Bogdanovic,F,6.25%,18.0
Caleb Martin,SF,6.25%,24.25
John Collins,PF,6.25%,3.75
Trent Forrest,F,6.25%,0.0
De'Andre Hunter,UTIL,6.25%,25.75
Romeo Langford,SG,6.25%,7.25
Charles Bassey,C,6.25%,28.5
Jalen Johnson,PF,6.25%,13.0
Blake Wesley,G,6.25%,6.5
TyTy Washington Jr.,G,6.25%,0.0
