Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,100.00%,39.0
Anthony Edwards,SG,75.00%,43.0
De'Aaron Fox,G,50.00%,38.5
Bam Adebayo,C,50.00%,57.75
Jeremy Sochan,F,50.00%,28.0
Marvin Bagley III,PF,50.00%,48.25
Hamidou Diallo,SG,50.00%,26.75
Tari Eason,SF,50.00%,38.25
Joel Embiid,UTIL,25.00%,56.0
Domantas Sabonis,C,25.00%,51.0
James Harden,G,25.00%,69.25
Rudy Gobert,C,25.00%,35.5
Jalen Green,G,25.00%,19.0
Jabari Smith Jr.,PF,25.00%,17.0
Tyrese Maxey,SG,25.00%,32.25
Killian Hayes,PG,25.00%,16.5
Tre Jones,PG,25.00%,19.75
Keegan Murray,PF,25.00%,6.25
Naz Reid,F,25.00%,17.5
Rodney McGruder,SF,25.00%,6.0
Romeo Langford,UTIL,25.00%,7.25
