Player,Roster Position,%Drafted,FPTS
De'Aaron Fox,T3,60.61%,38.5
Giannis Antetokounmpo,T1,54.55%,58.25
Domantas Sabonis,T2,42.42%,51.0
Joel Embiid,T1,39.39%,56.0
Jarrett Allen,T5,36.36%,24.75
Alperen Sengun,T4,33.33%,36.5
Jalen Green,T5,33.33%,19.0
Jeremy Sochan,T6,33.33%,28.0
Evan Mobley,T4,27.27%,48.75
Donovan Mitchell,T2,24.24%,36.25
Clint Capela,T6,24.24%,37.75
Anthony Edwards,T2,21.21%,43.0
Darius Garland,T3,15.15%,40.75
Dejounte Murray,T4,15.15%,23.75
Zach Collins,T5,15.15%,39.0
Jaden Ivey,T6,15.15%,16.0
Trae Young,T2,12.12%,35.5
Bam Adebayo,T3,12.12%,57.75
Kevin Porter Jr.,T4,12.12%,28.0
Tyler Herro,T4,12.12%,34.5
Kyle Anderson,T6,12.12%,47.25
James Harden,T1,6.06%,69.25
Jimmy Butler,T3,6.06%,44.25
Bobby Portis,T5,6.06%,13.75
Brook Lopez,T5,6.06%,42.5
Mike Conley,T6,6.06%,34.25
KJ Martin,T6,6.06%,34.75
Jrue Holiday,T3,3.03%,54.0
Rudy Gobert,T3,3.03%,35.5
Khris Middleton,T5,3.03%,14.25
Jabari Smith Jr.,T6,3.03%,17.0
