Player,Roster Position,%Drafted,FPTS
Jalen Green,PG,100.00%,19.0
Jeremy Sochan,PF,100.00%,28.0
Devonte' Graham,PG,90.91%,39.0
Bam Adebayo,C,81.82%,57.75
Tari Eason,SF,81.82%,38.25
Jimmy Butler,SF,63.64%,44.25
Trae Young,PG,45.45%,35.5
Tre Jones,PG,45.45%,19.75
Alperen Sengun,C,45.45%,36.5
Zach Collins,C,36.36%,39.0
Tyler Herro,SG,18.18%,34.5
Jabari Smith Jr.,F,18.18%,17.0
Kevin Love,PF,9.09%,16.25
Caleb Martin,SF,9.09%,24.25
Keita Bates-Diop,SF,9.09%,30.25
Dejounte Murray,SG,9.09%,23.75
De'Andre Hunter,UTIL,9.09%,25.75
Charles Bassey,C,9.09%,28.5
Onyeka Okongwu,C,9.09%,21.0
KJ Martin,F,9.09%,34.75
