Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,UTIL,95.65%,58.25
Joel Embiid,UTIL,82.61%,56.0
James Harden,UTIL,73.91%,69.25
Tyrese Maxey,UTIL,47.83%,32.25
P.J. Tucker,UTIL,47.83%,8.0
Jalen McDaniels,UTIL,43.48%,11.0
Tobias Harris,UTIL,34.78%,6.0
Khris Middleton,UTIL,26.09%,14.25
Grayson Allen,UTIL,21.74%,31.25
Joe Ingles,UTIL,21.74%,12.25
Jrue Holiday,UTIL,17.39%,54.0
Brook Lopez,UTIL,17.39%,42.5
Pat Connaughton,UTIL,17.39%,3.5
Jae Crowder,UTIL,13.04%,4.75
Georges Niang,UTIL,13.04%,21.75
De'Anthony Melton,UTIL,8.70%,9.0
Shake Milton,UTIL,8.70%,4.75
Bobby Portis,UTIL,4.35%,13.75
Paul Reed,UTIL,4.35%,12.5
