Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,84.62%,32.25
Keegan Murray,SF,84.62%,6.25
Harrison Barnes,SF,80.77%,27.0
Joel Embiid,C,65.38%,56.0
Jaden McDaniels,SF,61.54%,31.5
Kyle Anderson,SF,50.00%,47.25
De'Anthony Melton,SG,46.15%,9.0
De'Aaron Fox,PG,42.31%,38.5
James Harden,PG,38.46%,69.25
Kevin Huerter,SG,30.77%,39.0
Mike Conley,PG,26.92%,34.25
Tobias Harris,SF,26.92%,6.0
Domantas Sabonis,C,26.92%,51.0
Anthony Edwards,SG,26.92%,43.0
Trey Lyles,PF,23.08%,30.0
Naz Reid,PF,19.23%,17.5
Malik Monk,SG,15.38%,16.75
Rudy Gobert,C,11.54%,35.5
Khris Middleton,F,7.69%,14.25
Taurean Prince,SF,7.69%,10.0
Grayson Allen,SG,7.69%,31.25
Jrue Holiday,PG,3.85%,54.0
Joe Ingles,UTIL,3.85%,12.25
Giannis Antetokounmpo,PF,3.85%,58.25
Shake Milton,SG,3.85%,4.75
