Player,Roster Position,%Drafted,FPTS
Donovan Mitchell,UTIL,94.44%,36.25
Darius Garland,UTIL,94.44%,40.75
Evan Mobley,UTIL,66.67%,48.75
Jarrett Allen,UTIL,61.11%,24.75
Hamidou Diallo,UTIL,55.56%,26.75
James Wiseman,UTIL,44.44%,19.75
Jaden Ivey,UTIL,33.33%,16.0
Killian Hayes,UTIL,33.33%,16.5
Marvin Bagley III,UTIL,27.78%,48.25
Cory Joseph,UTIL,27.78%,17.0
R.J. Hampton,UTIL,16.67%,13.75
Isaac Okoro,UTIL,11.11%,8.5
Isaiah Livers,UTIL,11.11%,17.5
Cedi Osman,UTIL,11.11%,15.0
Ricky Rubio,UTIL,5.56%,24.25
Dean Wade,UTIL,5.56%,8.25
