Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,PF,60.00%,58.25
Trey Lyles,F,60.00%,30.0
Domantas Sabonis,C,60.00%,51.0
Tyrese Maxey,PG,60.00%,32.25
Harrison Barnes,SF,40.00%,27.0
Joe Ingles,SG,40.00%,12.25
Joel Embiid,C,40.00%,56.0
De'Anthony Melton,SG,40.00%,9.0
De'Aaron Fox,PG,40.00%,38.5
Nickeil Alexander-Walker,G,40.00%,33.25
Mike Conley,PG,20.00%,34.25
Brook Lopez,UTIL,20.00%,42.5
James Harden,PG,20.00%,69.25
Khris Middleton,SF,20.00%,14.25
Tobias Harris,PF,20.00%,6.0
Austin Rivers,G,20.00%,0.0
Taurean Prince,UTIL,20.00%,10.0
Kyle Anderson,SF,20.00%,47.25
Rudy Gobert,UTIL,20.00%,35.5
Grayson Allen,G,20.00%,31.25
Jevon Carter,G,20.00%,11.25
Jalen McDaniels,SF,20.00%,11.0
Malik Monk,G,20.00%,16.75
Naz Reid,PF,20.00%,17.5
Jaden McDaniels,F,20.00%,31.5
Keegan Murray,F,20.00%,6.25
