Player,Roster Position,%Drafted,FPTS
Giannis Antetokounmpo,UTIL,100.00%,58.25
Joel Embiid,UTIL,95.65%,56.0
James Harden,UTIL,73.91%,69.25
Tyrese Maxey,UTIL,60.87%,32.25
P.J. Tucker,UTIL,56.52%,8.0
Jalen McDaniels,UTIL,52.17%,11.0
De'Anthony Melton,UTIL,30.43%,9.0
Tobias Harris,UTIL,26.09%,6.0
Jrue Holiday,UTIL,17.39%,54.0
Grayson Allen,UTIL,17.39%,31.25
Jevon Carter,UTIL,13.04%,11.25
Joe Ingles,UTIL,13.04%,12.25
Paul Reed,UTIL,13.04%,12.5
Pat Connaughton,CPT,8.70%,5.25
Bobby Portis,UTIL,4.35%,13.75
Brook Lopez,UTIL,4.35%,42.5
Khris Middleton,UTIL,4.35%,14.25
Jae Crowder,UTIL,4.35%,4.75
AJ Green,UTIL,4.35%,0.0
