Player,Roster Position,%Drafted,FPTS
Darius Garland,UTIL,95.83%,40.75
Donovan Mitchell,UTIL,91.67%,36.25
Evan Mobley,UTIL,62.50%,48.75
Jarrett Allen,UTIL,58.33%,24.75
Hamidou Diallo,UTIL,45.83%,26.75
James Wiseman,UTIL,41.67%,19.75
Jaden Ivey,UTIL,37.50%,16.0
Marvin Bagley III,UTIL,37.50%,48.25
Killian Hayes,UTIL,29.17%,16.5
Isaiah Livers,UTIL,25.00%,17.5
Cory Joseph,UTIL,20.83%,17.0
Caris LeVert,UTIL,12.50%,20.5
Dean Wade,UTIL,12.50%,8.25
R.J. Hampton,UTIL,12.50%,13.75
Isaac Okoro,UTIL,8.33%,8.5
Rodney McGruder,UTIL,4.17%,6.0
Cedi Osman,UTIL,4.17%,15.0
