Player,Roster Position,%Drafted,FPTS
Devonte' Graham,SG,100.00%,39.0
Joel Embiid,UTIL,66.67%,56.0
Jalen Green,G,66.67%,19.0
Jeremy Sochan,PF,66.67%,28.0
Marvin Bagley III,PF,66.67%,48.25
Tre Jones,PG,66.67%,19.75
Tari Eason,SF,66.67%,38.25
Giannis Antetokounmpo,UTIL,33.33%,58.25
Bam Adebayo,C,33.33%,57.75
Alperen Sengun,C,33.33%,36.5
Tyler Herro,PG,33.33%,34.5
KJ Martin,SF,33.33%,34.75
Kyle Anderson,F,33.33%,47.25
Jabari Smith Jr.,F,33.33%,17.0
James Wiseman,C,33.33%,19.75
Hamidou Diallo,SG,33.33%,26.75
