Player,Roster Position,%Drafted,FPTS
Trae Young,UTIL,82.14%,35.5
Bam Adebayo,UTIL,78.57%,57.75
Jimmy Butler,UTIL,64.29%,44.25
Tyler Herro,UTIL,60.71%,34.5
Onyeka Okongwu,UTIL,46.43%,21.0
Clint Capela,UTIL,32.14%,37.75
Gabe Vincent,UTIL,32.14%,16.5
Dejounte Murray,UTIL,25.00%,23.75
Jalen Johnson,UTIL,25.00%,13.0
De'Andre Hunter,UTIL,21.43%,25.75
Victor Oladipo,UTIL,21.43%,12.5
John Collins,UTIL,14.29%,3.75
Cody Zeller,UTIL,14.29%,15.0
Saddiq Bey,UTIL,10.71%,33.75
Caleb Martin,UTIL,10.71%,24.25
Kevin Love,UTIL,7.14%,16.25
Max Strus,UTIL,3.57%,12.25
Bogdan Bogdanovic,UTIL,3.57%,18.0
AJ Griffin,UTIL,3.57%,0.0
