Player,Roster Position,%Drafted,FPTS
Mike Conley,PG,66.67%,34.25
Harrison Barnes,SF,66.67%,27.0
Kyle Anderson,SF,66.67%,47.25
Joel Embiid,C,66.67%,56.0
Tyrese Maxey,SG,66.67%,32.25
Keegan Murray,PF,66.67%,6.25
James Harden,PG,33.33%,69.25
Jrue Holiday,UTIL,33.33%,54.0
Khris Middleton,F,33.33%,14.25
Tobias Harris,PF,33.33%,6.0
Joe Ingles,SG,33.33%,12.25
Rudy Gobert,C,33.33%,35.5
Bobby Portis,UTIL,33.33%,13.75
Kevin Huerter,G,33.33%,39.0
De'Anthony Melton,SG,33.33%,9.0
De'Aaron Fox,G,33.33%,38.5
Naz Reid,F,33.33%,17.5
Jaden McDaniels,SF,33.33%,31.5
