Player,Roster Position,%Drafted,FPTS
Harrison Barnes,SF,95.24%,27.0
Tyrese Maxey,PG,95.24%,32.25
Keegan Murray,SF,90.48%,6.25
James Harden,PG,85.71%,69.25
Kyle Anderson,SF,80.95%,47.25
Joel Embiid,C,80.95%,56.0
Jaden McDaniels,SF,80.95%,31.5
De'Anthony Melton,SG,76.19%,9.0
De'Aaron Fox,PG,23.81%,38.5
Rudy Gobert,C,14.29%,35.5
Tobias Harris,SF,9.52%,6.0
Grayson Allen,SG,9.52%,31.25
Kevin Huerter,G,9.52%,39.0
Naz Reid,F,9.52%,17.5
Anthony Edwards,SG,9.52%,43.0
Mike Conley,G,4.76%,34.25
Taurean Prince,F,4.76%,10.0
Jevon Carter,G,4.76%,11.25
Trey Lyles,F,4.76%,30.0
Domantas Sabonis,C,4.76%,51.0
Nickeil Alexander-Walker,UTIL,4.76%,33.25
