Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,66.67%,18.25
Anthony Edwards,UTIL,66.67%,23.5
De'Aaron Fox,UTIL,66.67%,23.5
Taurean Prince,UTIL,58.33%,-0.5
Kyle Anderson,UTIL,50.00%,21.75
Naz Reid,UTIL,50.00%,1.25
Mike Conley,UTIL,41.67%,12.5
Harrison Barnes,UTIL,33.33%,11.0
Rudy Gobert,UTIL,25.00%,22.0
Malik Monk,UTIL,25.00%,8.25
Kevin Huerter,UTIL,25.00%,28.0
Jaden McDaniels,UTIL,25.00%,18.5
Keegan Murray,UTIL,25.00%,4.25
Trey Lyles,UTIL,16.67%,19.5
Davion Mitchell,UTIL,8.33%,3.5
Nickeil Alexander-Walker,UTIL,8.33%,17.25
Jordan McLaughlin,UTIL,8.33%,1.25
