Player,Roster Position,%Drafted,FPTS
Tyler Herro,PG,73.33%,34.5
Jalen Green,PG,66.67%,19.0
KJ Martin,SF,53.33%,34.75
Kevin Love,PF,46.67%,16.25
Jimmy Butler,SF,40.00%,44.25
Kevin Porter Jr.,PG,40.00%,28.0
Jeremy Sochan,PF,40.00%,28.0
Bogdan Bogdanovic,SG,33.33%,18.0
Trae Young,PG,33.33%,35.5
Jabari Smith Jr.,PF,33.33%,17.0
Clint Capela,C,26.67%,37.75
Devonte' Graham,PG,26.67%,39.0
Keita Bates-Diop,SF,26.67%,30.25
Dejounte Murray,PG,26.67%,23.75
De'Andre Hunter,SF,26.67%,25.75
Tre Jones,PG,26.67%,19.75
Alperen Sengun,C,26.67%,36.5
Zach Collins,C,20.00%,39.0
Bam Adebayo,C,20.00%,57.75
Tari Eason,PF,20.00%,38.25
Max Strus,SG,13.33%,12.25
Gabe Vincent,UTIL,6.67%,16.5
Duncan Robinson,PF,6.67%,0.0
John Collins,PF,6.67%,3.75
Josh Christopher,UTIL,6.67%,24.25
