Player,Roster Position,%Drafted,FPTS
James Harden,UTIL,100.00%,69.25
Giannis Antetokounmpo,UTIL,91.67%,58.25
Joel Embiid,UTIL,83.33%,56.0
P.J. Tucker,UTIL,58.33%,8.0
Tyrese Maxey,UTIL,50.00%,32.25
Jalen McDaniels,UTIL,41.67%,11.0
De'Anthony Melton,UTIL,33.33%,9.0
Jrue Holiday,UTIL,16.67%,54.0
Brook Lopez,UTIL,16.67%,42.5
Tobias Harris,UTIL,16.67%,6.0
Grayson Allen,UTIL,16.67%,31.25
Pat Connaughton,UTIL,16.67%,3.5
Jae Crowder,UTIL,16.67%,4.75
Georges Niang,UTIL,16.67%,21.75
Jevon Carter,UTIL,8.33%,11.25
Joe Ingles,UTIL,8.33%,12.25
Khris Middleton,CPT,8.33%,21.38
