Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,85.71%,39.0
Jeremy Sochan,PF,76.19%,28.0
Marvin Bagley III,PF,66.67%,48.25
Tari Eason,SF,57.14%,38.25
Joel Embiid,C,42.86%,56.0
Tre Jones,PG,38.10%,19.75
Jalen Green,PG,33.33%,19.0
Hamidou Diallo,SG,33.33%,26.75
De'Aaron Fox,PG,28.57%,38.5
Zach Collins,C,28.57%,39.0
Harrison Barnes,SF,28.57%,27.0
James Harden,PG,23.81%,69.25
Anthony Edwards,SF,23.81%,43.0
Bam Adebayo,C,19.05%,57.75
James Wiseman,C,19.05%,19.75
Giannis Antetokounmpo,F,14.29%,58.25
Jarrett Allen,C,14.29%,24.75
Tyrese Maxey,PG,14.29%,32.25
Caris LeVert,SG,14.29%,20.5
Domantas Sabonis,C,9.52%,51.0
Donovan Mitchell,PG,9.52%,36.25
Jimmy Butler,SF,9.52%,44.25
Rudy Gobert,C,9.52%,35.5
Mike Conley,G,9.52%,34.25
Jaden Ivey,PG,9.52%,16.0
Killian Hayes,PG,9.52%,16.5
Kevin Huerter,SG,9.52%,39.0
De'Andre Hunter,SF,9.52%,25.75
Keegan Murray,SF,9.52%,6.25
Trae Young,G,4.76%,35.5
Evan Mobley,PF,4.76%,48.75
Alperen Sengun,UTIL,4.76%,36.5
Tyler Herro,UTIL,4.76%,34.5
Jabari Smith Jr.,F,4.76%,17.0
Naz Reid,UTIL,4.76%,17.5
Charles Bassey,UTIL,4.76%,28.5
Isaac Okoro,F,4.76%,8.5
Blake Wesley,PG,4.76%,6.5
