Player,Roster Position,%Drafted,FPTS
Jakob Poeltl,UTIL,85.71%,21.25
Bradley Beal,UTIL,80.95%,45.0
Fred VanVleet,UTIL,76.19%,59.5
Kristaps Porzingis,UTIL,71.43%,50.75
Pascal Siakam,UTIL,66.67%,36.5
Kyle Kuzma,UTIL,47.62%,23.5
Corey Kispert,UTIL,38.10%,20.0
OG Anunoby,UTIL,33.33%,15.75
Delon Wright,UTIL,33.33%,50.5
Scottie Barnes,UTIL,14.29%,24.25
Gary Trent Jr.,UTIL,14.29%,44.25
Daniel Gafford,UTIL,14.29%,17.0
Chris Boucher,UTIL,14.29%,16.5
Deni Avdija,UTIL,4.76%,2.0
Kendrick Nunn,UTIL,4.76%,-0.25
