Player,Roster Position,%Drafted,FPTS
Zach Collins,C,66.67%,39.0
Jalen Green,PG,66.67%,19.0
Jeremy Sochan,PF,66.67%,28.0
Hamidou Diallo,SG,66.67%,26.75
Devonte' Graham,PG,66.67%,39.0
Tari Eason,PF,66.67%,38.25
Joel Embiid,UTIL,33.33%,56.0
James Harden,UTIL,33.33%,69.25
Donovan Mitchell,PG,33.33%,36.25
Jimmy Butler,SF,33.33%,44.25
Bam Adebayo,C,33.33%,57.75
Evan Mobley,UTIL,33.33%,48.75
Kevin Porter Jr.,G,33.33%,28.0
Tyler Herro,SG,33.33%,34.5
Harrison Barnes,SF,33.33%,27.0
De'Andre Hunter,F,33.33%,25.75
Saddiq Bey,PF,33.33%,33.75
Caris LeVert,SG,33.33%,20.5
