Player,Roster Position,%Drafted,FPTS
Donovan Mitchell,UTIL,93.55%,36.25
Darius Garland,UTIL,80.65%,40.75
Hamidou Diallo,UTIL,64.52%,26.75
Jarrett Allen,UTIL,58.06%,24.75
Evan Mobley,UTIL,54.84%,48.75
Jaden Ivey,UTIL,41.94%,16.0
James Wiseman,UTIL,41.94%,19.75
Killian Hayes,UTIL,32.26%,16.5
Marvin Bagley III,UTIL,29.03%,48.25
Caris LeVert,UTIL,25.81%,20.5
Cory Joseph,UTIL,16.13%,17.0
Isaac Okoro,UTIL,12.90%,8.5
Isaiah Livers,UTIL,6.45%,17.5
Dean Wade,UTIL,6.45%,8.25
R.J. Hampton,UTIL,6.45%,13.75
Rodney McGruder,UTIL,3.23%,6.0
Raul Neto,UTIL,3.23%,0.0
Cedi Osman,UTIL,3.23%,15.0
