Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,76.92%,28.0
Devonte' Graham,PG,61.54%,39.0
Anthony Edwards,SG,46.15%,43.0
Tari Eason,SF,38.46%,38.25
De'Aaron Fox,PG,30.77%,38.5
Keegan Murray,SF,30.77%,6.25
Hamidou Diallo,SG,30.77%,26.75
Joel Embiid,C,23.08%,56.0
Domantas Sabonis,C,23.08%,51.0
Donovan Mitchell,SG,23.08%,36.25
Jalen Green,SG,23.08%,19.0
Tyrese Maxey,SG,23.08%,32.25
Tre Jones,G,23.08%,19.75
Naz Reid,C,23.08%,17.5
De'Anthony Melton,G,23.08%,9.0
Charles Bassey,C,23.08%,28.5
Darius Garland,PG,15.38%,40.75
Evan Mobley,PF,15.38%,48.75
Zach Collins,C,15.38%,39.0
Clint Capela,C,15.38%,37.75
Killian Hayes,PG,15.38%,16.5
Tobias Harris,PF,15.38%,6.0
Bogdan Bogdanovic,G,15.38%,18.0
De'Andre Hunter,SF,15.38%,25.75
Giannis Antetokounmpo,F,7.69%,58.25
James Harden,UTIL,7.69%,69.25
Trae Young,PG,7.69%,35.5
Jimmy Butler,SF,7.69%,44.25
Jrue Holiday,PG,7.69%,54.0
Dejounte Murray,PG,7.69%,23.75
Rudy Gobert,C,7.69%,35.5
Tyler Herro,SG,7.69%,34.5
Jarrett Allen,C,7.69%,24.75
KJ Martin,SF,7.69%,34.75
Jaden Ivey,UTIL,7.69%,16.0
Kyle Anderson,SF,7.69%,47.25
Kevin Love,F,7.69%,16.25
Marvin Bagley III,C,7.69%,48.25
Malik Monk,SG,7.69%,16.75
James Wiseman,UTIL,7.69%,19.75
Harrison Barnes,F,7.69%,27.0
Saddiq Bey,PF,7.69%,33.75
Caleb Martin,UTIL,7.69%,24.25
Caris LeVert,SG,7.69%,20.5
