Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,88.89%,39.0
Bam Adebayo,C,88.89%,57.75
Trae Young,PG,88.89%,35.5
Tari Eason,SF,77.78%,38.25
Jalen Green,PG,77.78%,19.0
Jeremy Sochan,PF,77.78%,28.0
Jabari Smith Jr.,PF,77.78%,17.0
Zach Collins,C,55.56%,39.0
Jimmy Butler,SF,44.44%,44.25
Tre Jones,PG,33.33%,19.75
TyTy Washington Jr.,G,22.22%,0.0
Kevin Love,C,11.11%,16.25
Caleb Martin,SF,11.11%,24.25
Keita Bates-Diop,PF,11.11%,30.25
Charles Bassey,C,11.11%,28.5
KJ Martin,F,11.11%,34.75
Alperen Sengun,UTIL,11.11%,36.5
