Player,Roster Position,%Drafted,FPTS
Jalen Green,PG,100.00%,19.0
Devonte' Graham,SG,100.00%,39.0
James Harden,PG,66.67%,69.25
Jeremy Sochan,F,66.67%,28.0
Hamidou Diallo,SG,66.67%,26.75
Tari Eason,PF,66.67%,38.25
Joel Embiid,C,33.33%,56.0
Anthony Edwards,F,33.33%,43.0
Jimmy Butler,SF,33.33%,44.25
Bam Adebayo,C,33.33%,57.75
Zach Collins,C,33.33%,39.0
Jabari Smith Jr.,UTIL,33.33%,17.0
Tyrese Maxey,PG,33.33%,32.25
Tobias Harris,SF,33.33%,6.0
Kevin Love,PF,33.33%,16.25
Keegan Murray,UTIL,33.33%,6.25
