Player,Roster Position,%Drafted,FPTS
Domantas Sabonis,UTIL,83.33%,18.25
De'Aaron Fox,UTIL,66.67%,23.5
Kyle Anderson,UTIL,66.67%,21.75
Anthony Edwards,UTIL,50.00%,23.5
Harrison Barnes,UTIL,50.00%,11.0
Taurean Prince,UTIL,50.00%,-0.5
Rudy Gobert,UTIL,33.33%,22.0
Kevin Huerter,UTIL,33.33%,28.0
Keegan Murray,UTIL,33.33%,4.25
Davion Mitchell,UTIL,33.33%,3.5
Mike Conley,UTIL,16.67%,12.5
Terence Davis,UTIL,16.67%,0.0
Trey Lyles,UTIL,16.67%,19.5
Jordan McLaughlin,UTIL,16.67%,1.25
Luka Garza,UTIL,16.67%,0.0
Naz Reid,CPT,16.67%,1.88
