Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,42.86%,28.0
Hamidou Diallo,SG,42.86%,26.75
Giannis Antetokounmpo,PF,35.71%,58.25
Devonte' Graham,PG,35.71%,39.0
Joel Embiid,C,28.57%,56.0
Tyrese Maxey,PG,28.57%,32.25
Tobias Harris,SF,28.57%,6.0
Harrison Barnes,SF,28.57%,27.0
De'Aaron Fox,PG,21.43%,38.5
Darius Garland,PG,21.43%,40.75
Dejounte Murray,PG,21.43%,23.75
Evan Mobley,C,21.43%,48.75
Jalen Green,PG,21.43%,19.0
Kevin Huerter,G,21.43%,39.0
John Collins,PF,21.43%,3.75
Tari Eason,SF,21.43%,38.25
Caris LeVert,SG,21.43%,20.5
James Harden,PG,14.29%,69.25
Anthony Edwards,SG,14.29%,43.0
Rudy Gobert,C,14.29%,35.5
Tyler Herro,G,14.29%,34.5
Jarrett Allen,C,14.29%,24.75
Zach Collins,C,14.29%,39.0
Jaden Ivey,PG,14.29%,16.0
Jabari Smith Jr.,PF,14.29%,17.0
Bogdan Bogdanovic,SG,14.29%,18.0
Saddiq Bey,SF,14.29%,33.75
Naz Reid,PF,14.29%,17.5
Victor Oladipo,PG,14.29%,12.5
Trae Young,PG,7.14%,35.5
Donovan Mitchell,G,7.14%,36.25
Jimmy Butler,UTIL,7.14%,44.25
Jrue Holiday,UTIL,7.14%,54.0
Bam Adebayo,UTIL,7.14%,57.75
KJ Martin,SF,7.14%,34.75
Kyle Anderson,SF,7.14%,47.25
Kevin Love,F,7.14%,16.25
Marvin Bagley III,C,7.14%,48.25
Malik Monk,SG,7.14%,16.75
Tre Jones,PG,7.14%,19.75
James Wiseman,C,7.14%,19.75
Jaden McDaniels,PF,7.14%,31.5
Grayson Allen,G,7.14%,31.25
Keegan Murray,UTIL,7.14%,6.25
Montrezl Harrell,C,7.14%,0.0
Pat Connaughton,SF,7.14%,3.5
Caleb Martin,F,7.14%,24.25
Isaac Okoro,F,7.14%,8.5
P.J. Tucker,UTIL,7.14%,8.0
Rodney McGruder,SF,7.14%,6.0
Jalen McDaniels,F,7.14%,11.0
Orlando Robinson,C,7.14%,0.0
