Player,Roster Position,%Drafted,FPTS
Jeremy Sochan,PF,80.00%,28.0
Devonte' Graham,PG,71.43%,39.0
Tari Eason,SF,65.71%,38.25
Jalen Green,PG,42.86%,19.0
Hamidou Diallo,SG,42.86%,26.75
Joel Embiid,C,37.14%,56.0
Anthony Edwards,SG,34.29%,43.0
Marvin Bagley III,PF,28.57%,48.25
De'Aaron Fox,PG,25.71%,38.5
Tyler Herro,PG,25.71%,34.5
Tyrese Maxey,PG,25.71%,32.25
Keegan Murray,SF,25.71%,6.25
Zach Collins,C,22.86%,39.0
Jarrett Allen,C,20.00%,24.75
Tre Jones,PG,20.00%,19.75
Rudy Gobert,C,17.14%,35.5
Giannis Antetokounmpo,C,14.29%,58.25
Jaden Ivey,PG,14.29%,16.0
Kyle Anderson,SF,14.29%,47.25
Killian Hayes,PG,14.29%,16.5
James Harden,G,11.43%,69.25
Darius Garland,PG,11.43%,40.75
James Wiseman,C,11.43%,19.75
Domantas Sabonis,UTIL,8.57%,51.0
Bam Adebayo,C,8.57%,57.75
Dejounte Murray,PG,8.57%,23.75
Alperen Sengun,C,8.57%,36.5
Harrison Barnes,SF,8.57%,27.0
Jimmy Butler,SF,5.71%,44.25
Evan Mobley,PF,5.71%,48.75
KJ Martin,PF,5.71%,34.75
Keita Bates-Diop,SF,5.71%,30.25
Caris LeVert,SG,5.71%,20.5
Trae Young,PG,2.86%,35.5
Kevin Porter Jr.,PG,2.86%,28.0
Brook Lopez,C,2.86%,42.5
Kevin Love,C,2.86%,16.25
Kevin Huerter,SG,2.86%,39.0
Jaden McDaniels,SF,2.86%,31.5
John Collins,PF,2.86%,3.75
Saddiq Bey,F,2.86%,33.75
Naz Reid,C,2.86%,17.5
De'Anthony Melton,SF,2.86%,9.0
Charles Bassey,C,2.86%,28.5
Ricky Rubio,PG,2.86%,24.25
Trey Lyles,F,2.86%,30.0
Blake Wesley,PG,2.86%,6.5
Taurean Prince,F,2.86%,10.0
Dominick Barlow,SF,2.86%,6.5
Romeo Langford,UTIL,2.86%,7.25
Jalen Johnson,PF,2.86%,13.0
