Player,Roster Position,%Drafted,FPTS
Anthony Edwards,UTIL,82.61%,43.0
Domantas Sabonis,UTIL,73.91%,51.0
Taurean Prince,UTIL,73.91%,10.0
Kyle Anderson,UTIL,69.57%,47.25
Harrison Barnes,UTIL,69.57%,27.0
Keegan Murray,UTIL,69.57%,6.25
De'Aaron Fox,UTIL,47.83%,38.5
Rudy Gobert,UTIL,30.43%,35.5
Trey Lyles,UTIL,17.39%,30.0
Mike Conley,UTIL,13.04%,34.25
Jaden McDaniels,UTIL,13.04%,31.5
Nickeil Alexander-Walker,UTIL,13.04%,33.25
Jordan McLaughlin,UTIL,8.70%,8.25
Malik Monk,UTIL,4.35%,16.75
Kevin Huerter,UTIL,4.35%,39.0
Naz Reid,UTIL,4.35%,17.5
Austin Rivers,UTIL,4.35%,0.0
