Player,Roster Position,%Drafted,FPTS
Tyrese Maxey,PG,87.50%,32.25
Harrison Barnes,SF,75.00%,27.0
Jaden McDaniels,SF,75.00%,31.5
James Harden,PG,62.50%,69.25
Joel Embiid,C,62.50%,56.0
Kevin Huerter,SG,50.00%,39.0
Keegan Murray,SF,50.00%,6.25
Mike Conley,PG,37.50%,34.25
Kyle Anderson,SF,37.50%,47.25
Naz Reid,PF,37.50%,17.5
Brook Lopez,C,25.00%,42.5
Jrue Holiday,PG,25.00%,54.0
Tobias Harris,SF,25.00%,6.0
Taurean Prince,SF,25.00%,10.0
Rudy Gobert,C,25.00%,35.5
De'Anthony Melton,SG,25.00%,9.0
P.J. Tucker,F,12.50%,8.0
Giannis Antetokounmpo,PF,12.50%,58.25
Domantas Sabonis,UTIL,12.50%,51.0
Malik Monk,G,12.50%,16.75
Davion Mitchell,UTIL,12.50%,3.5
Anthony Edwards,G,12.50%,43.0
