Player,Roster Position,%Drafted,FPTS
Bam Adebayo,UTIL,100.00%,57.75
Trae Young,UTIL,95.00%,35.5
Tyler Herro,UTIL,90.00%,34.5
Jimmy Butler,UTIL,65.00%,44.25
Onyeka Okongwu,UTIL,65.00%,21.0
Victor Oladipo,UTIL,45.00%,12.5
Dejounte Murray,UTIL,30.00%,23.75
Jalen Johnson,UTIL,30.00%,13.0
Clint Capela,UTIL,15.00%,37.75
John Collins,UTIL,15.00%,3.75
Cody Zeller,UTIL,15.00%,15.0
Kevin Love,UTIL,10.00%,16.25
AJ Griffin,UTIL,10.00%,0.0
De'Andre Hunter,UTIL,5.00%,25.75
Caleb Martin,UTIL,5.00%,24.25
Gabe Vincent,UTIL,5.00%,16.5
