Player,Roster Position,%Drafted,FPTS
De'Aaron Fox,UTIL,75.00%,38.5
Keegan Murray,UTIL,62.50%,6.25
Naz Reid,UTIL,62.50%,17.5
Domantas Sabonis,UTIL,50.00%,51.0
Anthony Edwards,UTIL,50.00%,43.0
Mike Conley,UTIL,50.00%,34.25
Kyle Anderson,UTIL,37.50%,47.25
Harrison Barnes,UTIL,37.50%,27.0
Jaden McDaniels,UTIL,37.50%,31.5
Taurean Prince,UTIL,37.50%,10.0
Malik Monk,UTIL,25.00%,16.75
Trey Lyles,UTIL,25.00%,30.0
Rudy Gobert,CPT,25.00%,53.25
Kevin Huerter,UTIL,12.50%,39.0
Davion Mitchell,UTIL,12.50%,3.5
