Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,65.71%,39.0
Jeremy Sochan,PF,48.57%,28.0
Tari Eason,SF,48.57%,38.25
Hamidou Diallo,SG,40.00%,26.75
De'Aaron Fox,PG,34.29%,38.5
Marvin Bagley III,PF,34.29%,48.25
Joel Embiid,C,31.43%,56.0
Jalen Green,PG,31.43%,19.0
Tyrese Maxey,PG,31.43%,32.25
Giannis Antetokounmpo,PF,28.57%,58.25
Keegan Murray,SF,28.57%,6.25
Evan Mobley,PF,22.86%,48.75
Dejounte Murray,PG,20.00%,23.75
Tre Jones,PG,20.00%,19.75
Bam Adebayo,C,17.14%,57.75
Kyle Anderson,SF,17.14%,47.25
James Wiseman,C,17.14%,19.75
Naz Reid,C,17.14%,17.5
Tyler Herro,PG,14.29%,34.5
Zach Collins,C,14.29%,39.0
Harrison Barnes,SF,14.29%,27.0
Domantas Sabonis,C,11.43%,51.0
Jarrett Allen,C,11.43%,24.75
Jaden Ivey,PG,11.43%,16.0
Tobias Harris,SF,11.43%,6.0
Caris LeVert,SG,11.43%,20.5
James Harden,PG,8.57%,69.25
Anthony Edwards,G,8.57%,43.0
Darius Garland,G,8.57%,40.75
Rudy Gobert,C,8.57%,35.5
KJ Martin,SF,8.57%,34.75
De'Anthony Melton,G,8.57%,9.0
Donovan Mitchell,PG,5.71%,36.25
Kevin Porter Jr.,G,5.71%,28.0
Khris Middleton,SF,5.71%,14.25
Killian Hayes,PG,5.71%,16.5
Malik Monk,SG,5.71%,16.75
Jaden McDaniels,SF,5.71%,31.5
Trae Young,PG,2.86%,35.5
Jimmy Butler,SF,2.86%,44.25
Alperen Sengun,C,2.86%,36.5
Clint Capela,C,2.86%,37.75
Mike Conley,G,2.86%,34.25
Jabari Smith Jr.,F,2.86%,17.0
Kevin Love,PF,2.86%,16.25
Kevin Huerter,SG,2.86%,39.0
Bogdan Bogdanovic,SG,2.86%,18.0
De'Andre Hunter,SF,2.86%,25.75
John Collins,PF,2.86%,3.75
Pat Connaughton,SF,2.86%,3.5
Saddiq Bey,F,2.86%,33.75
Charles Bassey,C,2.86%,28.5
Joe Ingles,G,2.86%,12.25
Isaiah Livers,F,2.86%,17.5
Trey Lyles,UTIL,2.86%,30.0
Nickeil Alexander-Walker,G,2.86%,33.25
Cory Joseph,UTIL,2.86%,17.0
Rodney McGruder,G,2.86%,6.0
Dominick Barlow,PF,2.86%,6.5
