Player,Roster Position,%Drafted,FPTS
Bradley Beal,UTIL,74.29%,45.0
Kristaps Porzingis,UTIL,71.43%,50.75
Jakob Poeltl,UTIL,65.71%,21.25
Pascal Siakam,UTIL,60.00%,36.5
Fred VanVleet,UTIL,57.14%,59.5
Delon Wright,UTIL,45.71%,50.5
OG Anunoby,UTIL,42.86%,15.75
Kyle Kuzma,UTIL,40.00%,23.5
Daniel Gafford,UTIL,34.29%,17.0
Scottie Barnes,UTIL,28.57%,24.25
Corey Kispert,UTIL,22.86%,20.0
Gary Trent Jr.,UTIL,14.29%,44.25
Deni Avdija,UTIL,11.43%,2.0
Precious Achiuwa,UTIL,5.71%,7.5
Kendrick Nunn,UTIL,5.71%,-0.25
Chris Boucher,UTIL,2.86%,16.5
