Player,Roster Position,%Drafted,FPTS
De'Aaron Fox,T3,76.19%,38.5
Giannis Antetokounmpo,T1,61.90%,58.25
Jarrett Allen,T5,57.14%,24.75
Dejounte Murray,T4,38.10%,23.75
Jeremy Sochan,T6,38.10%,28.0
Joel Embiid,T1,28.57%,56.0
Domantas Sabonis,T2,28.57%,51.0
Trae Young,T2,28.57%,35.5
Donovan Mitchell,T2,28.57%,36.25
Evan Mobley,T4,23.81%,48.75
Jalen Green,T5,23.81%,19.0
Clint Capela,T6,19.05%,37.75
Kyle Anderson,T6,19.05%,47.25
Anthony Edwards,T2,14.29%,43.0
Alperen Sengun,T4,14.29%,36.5
Kevin Porter Jr.,T4,14.29%,28.0
Jaden Ivey,T6,14.29%,16.0
James Harden,T1,9.52%,69.25
Darius Garland,T3,9.52%,40.75
Jrue Holiday,T3,9.52%,54.0
Tyler Herro,T4,9.52%,34.5
Brook Lopez,T5,9.52%,42.5
Mike Conley,T6,9.52%,34.25
Jimmy Butler,T3,4.76%,44.25
Khris Middleton,T5,4.76%,14.25
Zach Collins,T5,4.76%,39.0
