Player,Roster Position,%Drafted,FPTS
Devonte' Graham,PG,100.00%,39.0
Jalen Green,PG,80.00%,19.0
Jeremy Sochan,PF,80.00%,28.0
Bam Adebayo,C,70.00%,57.75
Trae Young,PG,60.00%,35.5
Zach Collins,C,50.00%,39.0
Tari Eason,SF,50.00%,38.25
Jabari Smith Jr.,PF,50.00%,17.0
Jimmy Butler,SF,40.00%,44.25
Dejounte Murray,G,40.00%,23.75
Tre Jones,PG,40.00%,19.75
Keita Bates-Diop,SF,30.00%,30.25
KJ Martin,SF,30.00%,34.75
Clint Capela,C,20.00%,37.75
Kevin Love,F,10.00%,16.25
Victor Oladipo,UTIL,10.00%,12.5
Bogdan Bogdanovic,SF,10.00%,18.0
De'Andre Hunter,PF,10.00%,25.75
Kevin Porter Jr.,G,10.00%,28.0
Alperen Sengun,UTIL,10.00%,36.5
