contest_id,draft_group_id,fantasy_player_points,is_double_up,is_fifty_fifty,is_guaranteed,is_head_to_head,is_starred,name,payout,sport,starts_at,entry_fee,entry_max
173674904,121344,25.0,False,False,True,False,True,NBA $1K Ankle Breaker [Single Entry] (Early),1000.0,NBA,2025-02-01 22:00:00+00:00,50.0,22
173674905,121344,1.0,False,False,True,False,True,NBA $500 Sharpshooter (Early),500.0,NBA,2025-02-01 22:00:00+00:00,3.0,198
173674906,121344,0.0,False,False,True,False,True,NBA $2K Quarter Jukebox [Just $0.25!] (Early),2000.0,NBA,2025-02-01 22:00:00+00:00,0.25,9512
173674907,121344,50.0,False,False,True,False,True,NBA $4K Showtime [Single Entry] (Early),4000.0,NBA,2025-02-01 22:00:00+00:00,100.0,44
173674908,121344,22.0,False,False,True,False,True,NBA $2.65K Spin Move [2 Entry Max] (Early),2650.0,NBA,2025-02-01 22:00:00+00:00,44.0,70
173674909,121344,2.0,False,False,True,False,True,NBA $7K Four Point Play [20 Entry Max] (Early),7000.0,NBA,2025-02-01 22:00:00+00:00,4.0,2080
173674910,121344,0.0,False,False,True,False,True,NBA $12K And-One [20 Entry Max] (Early),12000.0,NBA,2025-02-01 22:00:00+00:00,1.0,14268
173674911,121344,6.0,False,False,True,False,True,NBA $2K Pick and Roll [Single Entry] (Early),2000.0,NBA,2025-02-01 22:00:00+00:00,12.0,196
173674912,121344,2.0,False,False,True,False,True,NBA $6K High Five [Single Entry] (Early),6000.0,NBA,2025-02-01 22:00:00+00:00,5.0,1426
173674913,121346,5.0,False,False,True,False,True,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (ATL @ IND),10000.0,NBA,2025-02-01 22:00:00+00:00,10.0,1176
173674914,121346,0.0,False,False,True,False,True,NBA Showdown $2K And-One (ATL @ IND),2000.0,NBA,2025-02-01 22:00:00+00:00,1.0,2378
173674915,121346,0.0,False,False,True,False,True,NBA Showdown $500 Quarter Jukebox [Just $0.25!] (ATL @ IND),500.0,NBA,2025-02-01 22:00:00+00:00,0.25,2378
