contest_id,draft_group_id,fantasy_player_points,is_double_up,is_fifty_fifty,is_guaranteed,is_head_to_head,is_starred,name,payout,sport,starts_at,entry_fee,entry_max
176666469,127234,137.0,False,False,True,False,True,NBA Showdown $200K Showdown Showcase Qualifier #52 (BOS @ NYK),2400.0,NBA,2025-05-10 19:30:00+00:00,275.0,10
176666486,127235,67.0,False,False,True,False,True,NBA Showdown $200K Showdown Showcase Qualifier #53 (MIN @ GSW),2350.0,NBA,2025-05-11 00:30:00+00:00,135.0,20
176666528,127231,10.0,False,False,False,False,False,NBA Snake $20 3-Player,54.0,NBA,2025-05-10 19:30:00+00:00,20.0,3
176666529,127231,10.0,False,False,False,False,False,NBA Snake $20 3-Player,54.0,NBA,2025-05-10 19:30:00+00:00,20.0,3
176666530,127231,25.0,False,False,False,False,False,NBA Snake $50 3-Player,135.0,NBA,2025-05-10 19:30:00+00:00,50.0,3
176666532,127231,265.0,False,False,False,False,False,NBA Snake $530 3-Player,1500.0,NBA,2025-05-10 19:30:00+00:00,530.0,3
176666533,127231,530.0,False,False,False,False,False,"NBA Snake $1,060 3-Player",3000.0,NBA,2025-05-10 19:30:00+00:00,1060.0,3
176666534,127231,1060.0,False,False,False,False,False,"NBA Snake $2,120 3-Player",6000.0,NBA,2025-05-10 19:30:00+00:00,2120.0,3
176666535,127231,2650.0,False,False,False,False,False,"NBA Snake $5,300 3-Player",15000.0,NBA,2025-05-10 19:30:00+00:00,5300.0,3
176666536,127231,5300.0,False,False,False,False,False,"NBA Snake $10,600 3-Player",30000.0,NBA,2025-05-10 19:30:00+00:00,10600.0,3
176666557,127236,2.0,False,False,False,False,False,NBA Snake Showdown $5 3-Player (MIN @ GSW),13.5,NBA,2025-05-11 00:30:00+00:00,5.0,3
176666558,127236,2.0,False,False,False,False,False,NBA Snake Showdown $5 3-Player (MIN @ GSW),13.5,NBA,2025-05-11 00:30:00+00:00,5.0,3
176666559,127236,5.0,False,False,False,False,False,NBA Snake Showdown $10 3-Player (MIN @ GSW),27.0,NBA,2025-05-11 00:30:00+00:00,10.0,3
176666560,127236,5.0,False,False,False,False,False,NBA Snake Showdown $10 3-Player (MIN @ GSW),27.0,NBA,2025-05-11 00:30:00+00:00,10.0,3
176666561,127236,5.0,False,False,False,False,False,NBA Snake Showdown $10 3-Player (MIN @ GSW),27.0,NBA,2025-05-11 00:30:00+00:00,10.0,3
176666562,127236,10.0,False,False,False,False,False,NBA Snake Showdown $20 3-Player (MIN @ GSW),54.0,NBA,2025-05-11 00:30:00+00:00,20.0,3
176666563,127236,54.0,False,False,False,False,False,NBA Snake Showdown $109 3-Player (MIN @ GSW),300.0,NBA,2025-05-11 00:30:00+00:00,109.0,3
176666564,127236,265.0,False,False,False,False,False,NBA Snake Showdown $530 3-Player (MIN @ GSW),1500.0,NBA,2025-05-11 00:30:00+00:00,530.0,3
176666565,127236,25.0,False,False,False,False,False,NBA Snake Showdown $50 3-Player (MIN @ GSW),135.0,NBA,2025-05-11 00:30:00+00:00,50.0,3
176666566,127236,530.0,False,False,False,False,False,"NBA Snake Showdown $1,060 3-Player (MIN @ GSW)",3000.0,NBA,2025-05-11 00:30:00+00:00,1060.0,3
176666567,127236,1060.0,False,False,False,False,False,"NBA Snake Showdown $2,120 3-Player (MIN @ GSW)",6000.0,NBA,2025-05-11 00:30:00+00:00,2120.0,3
176666603,127230,1.0,False,False,True,False,True,NBA $8.5K mini-MAX [150 Entry Max],8500.0,NBA,2025-05-10 19:30:00+00:00,2.0,5053
176666604,127230,20.0,False,False,True,False,True,NBA $10K Mid Range Jumper [Single Entry],10000.0,NBA,2025-05-10 19:30:00+00:00,40.0,291
176666605,127230,50.0,False,False,True,False,True,NBA $5K Showtime [Single Entry],5000.0,NBA,2025-05-10 19:30:00+00:00,100.0,55
176666606,127230,1.0,False,False,True,False,True,NBA $3K Hot Shot [3 Entry Max],3000.0,NBA,2025-05-10 19:30:00+00:00,3.0,1189
176666607,127230,1.0,False,False,True,False,True,NBA $2K Elbow Shot [Single Entry],2000.0,NBA,2025-05-10 19:30:00+00:00,2.0,1189
176666608,127230,25.0,False,False,True,False,True,NBA $2K Ankle Breaker [Single Entry],2000.0,NBA,2025-05-10 19:30:00+00:00,50.0,45
176666609,127230,0.0,False,False,True,False,True,NBA $2.5K Quarter Jukebox [Just $0.25!],2500.0,NBA,2025-05-10 19:30:00+00:00,0.25,11890
176666610,127230,0.0,False,False,True,False,True,NBA $20K mini-MAX [150 Max Entry],20000.0,NBA,2025-05-10 19:30:00+00:00,0.5,47562
176666611,127230,50.0,False,False,True,False,True,NBA $20K Showtime [Single Entry],20000.0,NBA,2025-05-10 19:30:00+00:00,100.0,222
176666612,127230,20.0,False,False,True,False,True,NBA $5K Euro Step [4 Entry Max],5000.0,NBA,2025-05-10 19:30:00+00:00,40.0,145
176666613,127230,13.0,False,False,True,False,True,NBA $3K Fast Break [Single Entry],3000.0,NBA,2025-05-10 19:30:00+00:00,27.0,129
176666614,127230,6.0,False,False,True,False,True,NBA $8K Pick and Roll [Single Entry],8000.0,NBA,2025-05-10 19:30:00+00:00,12.0,784
176666615,127230,2.0,False,False,True,False,True,NBA $8K High Five [Single Entry],8000.0,NBA,2025-05-10 19:30:00+00:00,5.0,1902
176666616,127230,0.0,False,False,True,False,True,NBA $2K Daily Dollar [Single Entry] ,2000.0,NBA,2025-05-10 19:30:00+00:00,1.0,2378
176666617,127230,25.0,True,False,True,False,True,NBA Single Entry $50 Double Up,1000.0,NBA,2025-05-10 19:30:00+00:00,50.0,22
