contest_id,draft_group_id,fantasy_player_points,is_double_up,is_fifty_fifty,is_guaranteed,is_head_to_head,is_starred,name,payout,sport,starts_at,entry_fee,entry_max
157848040,99597,20.0,False,False,True,False,True,NBA $5K Buzzer Beater [3 Entry Max],5000.0,NBA,2024-01-20 00:00:00+00:00,20.0,294
157848041,99597,3.0,False,False,True,False,True,NBA $5K Hot Shot [3 Entry Max],5000.0,NBA,2024-01-20 00:00:00+00:00,3.0,1981
157848042,99597,400.0,False,False,True,False,True,NBA $4K Swish [Single Entry],4000.0,NBA,2024-01-20 00:00:00+00:00,400.0,11
157848043,99597,100.0,False,False,True,False,True,NBA $10K Showtime [Single Entry],10000.0,NBA,2024-01-20 00:00:00+00:00,100.0,111
157848044,99597,12.0,False,False,True,False,True,NBA $10K Pick and Roll [Single Entry],10000.0,NBA,2024-01-20 00:00:00+00:00,12.0,980
157848045,99597,5.0,False,False,True,False,True,NBA $10K High Five [Single Entry],10000.0,NBA,2024-01-20 00:00:00+00:00,5.0,2378
157848046,99597,2.0,False,False,True,False,True,NBA $3K Elbow Shot [Single Entry],3000.0,NBA,2024-01-20 00:00:00+00:00,2.0,1783
157848047,99597,1.0,False,False,True,False,True,NBA $3K Daily Dollar [Single Entry],3000.0,NBA,2024-01-20 00:00:00+00:00,1.0,3567
157848048,99597,100.0,True,False,True,False,True,NBA Single Entry $100 Double Up,3000.0,NBA,2024-01-20 00:00:00+00:00,100.0,33
157848049,99597,50.0,True,False,True,False,True,NBA Single Entry $50 Double Up,3000.0,NBA,2024-01-20 00:00:00+00:00,50.0,68
157848050,99597,25.0,True,False,True,False,True,NBA $25 Double Up,4000.0,NBA,2024-01-20 00:00:00+00:00,25.0,183
157848051,99597,75.0,False,False,True,False,True,NBA $7.5K Pick and Pop [3 Entry Max],7500.0,NBA,2024-01-20 00:00:00+00:00,75.0,113
157848052,99597,12.0,False,False,True,False,True,NBA $5K Pick and Roll [Single Entry],5000.0,NBA,2024-01-20 00:00:00+00:00,12.0,490
157848053,99597,5.0,False,False,True,False,True,NBA $5K High Five [Single Entry],5000.0,NBA,2024-01-20 00:00:00+00:00,5.0,1189
157848054,99597,40.0,False,False,True,False,True,NBA $5K Mid Range Jumper [Single Entry],5000.0,NBA,2024-01-20 00:00:00+00:00,40.0,145
157848055,99597,10.0,True,False,True,False,True,NBA $10 Double Up,2000.0,NBA,2024-01-20 00:00:00+00:00,10.0,229
157848056,99597,5.0,True,False,True,False,True,NBA $5 Double Up,2000.0,NBA,2024-01-20 00:00:00+00:00,5.0,459
157848057,99597,2.0,True,False,True,False,True,NBA $2 Double Up,2000.0,NBA,2024-01-20 00:00:00+00:00,2.0,1149
157848058,99597,50.0,False,False,True,False,True,NBA $2K Ankle Breaker [Single Entry],2000.0,NBA,2024-01-20 00:00:00+00:00,50.0,45
157848059,99597,2.0,False,False,True,False,True,NBA $10K mini-MAX [150 Entry Max],10000.0,NBA,2024-01-20 00:00:00+00:00,2.0,5945
157848060,99597,0.0,False,False,True,False,True,NBA $5K Quarter Jukebox [Just $0.25!],5000.0,NBA,2024-01-20 00:00:00+00:00,0.25,23781
157848061,99597,0.0,False,False,True,False,True,NBA $7.5K mini-MAX [150 Entry Max],7500.0,NBA,2024-01-20 00:00:00+00:00,0.5,17835
157848062,99597,333.0,False,False,True,False,True,NBA $8.1K Money Ball [Single Entry],8100.0,NBA,2024-01-20 00:00:00+00:00,333.0,27
157848063,99597,100.0,False,False,True,False,True,NBA $40K Showtime [Single Entry],40000.0,NBA,2024-01-20 00:00:00+00:00,100.0,444
157848064,99597,40.0,False,False,True,False,True,NBA $25K Mid Range Jumper [Single Entry],25000.0,NBA,2024-01-20 00:00:00+00:00,40.0,728
157848065,99597,27.0,False,False,True,False,True,NBA $7K Fast Break [Single Entry],7000.0,NBA,2024-01-20 00:00:00+00:00,27.0,302
157848066,99597,250.0,True,False,True,False,True,NBA $250 Double Up,2500.0,NBA,2024-01-20 00:00:00+00:00,250.0,11
157848067,99597,100.0,True,False,True,False,True,NBA $100 Double Up,4000.0,NBA,2024-01-20 00:00:00+00:00,100.0,44
157848068,99597,50.0,True,False,True,False,False,NBA $50 Double Up,2000.0,NBA,2024-01-20 00:00:00+00:00,50.0,45
157848069,99597,25.0,True,False,True,False,True,NBA Single Entry $25 Double Up,6000.0,NBA,2024-01-20 00:00:00+00:00,25.0,275
157848070,99597,10.0,True,False,True,False,True,NBA Single Entry $10 Double Up,3000.0,NBA,2024-01-20 00:00:00+00:00,10.0,344
157848071,99597,5.0,True,False,True,False,True,NBA Single Entry $5 Double Up,3000.0,NBA,2024-01-20 00:00:00+00:00,5.0,689
157848072,99599,50.0,False,False,True,False,True,NBA Tiers $1K Ankle Breaker [Single Entry],1000.0,NBA,2024-01-20 00:00:00+00:00,50.0,22
157848073,99599,5.0,False,False,True,False,True,NBA Tiers $20K Zone [$5K to 1st],20000.0,NBA,2024-01-20 00:00:00+00:00,5.0,4756
157848074,99599,12.0,False,False,True,False,True,NBA Tiers $500 Pick and Roll [Single Entry],500.0,NBA,2024-01-20 00:00:00+00:00,12.0,49
157848075,99599,150.0,False,False,True,False,True,NBA Tiers $1.9K Posterizer [Single Entry],1900.0,NBA,2024-01-20 00:00:00+00:00,150.0,14
157848076,99599,1.0,False,False,True,False,True,NBA Tiers $7K And-One,7000.0,NBA,2024-01-20 00:00:00+00:00,1.0,8323
157848077,99599,0.0,False,False,True,False,True,NBA Tiers $1.5K Quarter Jukebox [Just $0.25!],1500.0,NBA,2024-01-20 00:00:00+00:00,0.25,7134
157848078,99599,5.0,False,False,True,False,True,NBA Tiers $1.5K High Five [Single Entry],1500.0,NBA,2024-01-20 00:00:00+00:00,5.0,356
157848079,99599,3.0,False,False,True,False,True,NBA Tiers $750 Sharpshooter,750.0,NBA,2024-01-20 00:00:00+00:00,3.0,297
157848080,99599,27.0,False,False,True,False,True,NBA Tiers $400 Fast Break [Single Entry],400.0,NBA,2024-01-20 00:00:00+00:00,27.0,17
