contest_id,entry_max_per_user
141553552,2
141553553,150
141553554,1
141553555,1
141553556,1
141553557,1
141553558,1
141553559,2
141553561,4
141553562,3
141553563,1
141553564,1
141553565,1
141553566,20
141553567,3
141553568,141
141553569,3
141553571,20
141553572,1
141553573,1
141553574,1
141553575,1
141553576,1
141553577,1
141553578,1
141553579,1
141553580,1
141553581,1
141553582,1
141553583,1
141553584,2
141553585,1
141553586,1
141553587,1
141553588,20
141553589,1
141553590,150
141553591,17
141553592,20
141553593,1
141553594,20
141553595,1
141553596,1
141553597,1
141553598,20
141553599,1
141553600,1
141553601,1
141553602,105
141553604,8
141553605,1
141553606,20
141553607,1
141553608,20
141553609,17
141553610,1
141553611,1
141553612,1
141553613,1
141553614,2
141553615,1
141553616,8
141553617,20
141553618,1
141553619,1
141553620,20
141553621,1
141553622,20
141553623,1
141553624,3
141553625,21
141553626,1
141553627,1
141553628,1
141553629,1
141553630,14
141553631,14
141553632,1
141553633,3
141553634,7
141553635,1
141553636,1
141553867,1
141553868,1
141553870,1
141553871,1
141553872,1
141553873,1
141553874,1
141553877,1
141553878,1
141553879,1
141553880,1
141553881,1
141553882,1
141553883,1
141553884,1
141553885,1
141553886,1
141553887,1
141553888,1
141553889,1
141553890,1
141553891,1
141553892,1
141553893,1
141553894,1
141553895,1
141553896,2
141553897,1
141553898,4
141553899,8
141553900,3
141553901,1
141553902,1
141553903,1
141553904,1
141553905,1
141553906,1
141553907,1
141553908,1
141553909,1
141553912,1
141553913,3
141553914,20
141553915,1
141553916,1
141553917,1
141553918,1
141553919,1
141553920,1
141553921,1
141553922,1
141553923,2
141553924,7
141553925,1
141553926,1
141553927,1
141553928,1
141553929,1
141553930,1
141553931,1
141553932,1
141553933,1
141553934,1
141553935,1
141553936,1
141553937,1
141553938,1
141553939,1
141553940,3
141553941,1
141553942,1
141553943,1
141553944,1
141553945,3
141553946,3
141553947,7
141553948,1
141553949,1
141553950,1
141553951,1
141553952,1
141553953,1
141553954,1
141553955,1
141553956,1
141553957,1
141553958,1
141553959,1
141553960,1
141553961,1
141553962,1
141553963,1
141553964,1
141553965,1
141553966,1
141553967,1
141553968,1
141553969,1
141553970,1
141553971,1
141553972,1
141553973,1
141553974,1
141553975,1
141553976,1
141553977,1
141553978,1
141553979,1
141553980,1
141553981,1
141553982,1
141553983,1
141553984,1
141553985,1
141553986,1
141553987,1
141553988,1
141553989,1
141553990,1
141553991,1
141553992,1
141553993,1
141553994,1
141553995,1
141553996,1
141553997,1
141553998,1
141553999,1
141554000,3
141554001,1
141554002,1
141554003,1
141554004,1
141554005,1
141554006,2
141554007,1
