contest_type_id,roster_slot_id,count
70,458,1
70,459,1
70,460,1
70,461,1
70,462,1
70,463,1
70,464,1
70,465,1
81,475,5
81,476,1
112,569,1
112,570,5
113,571,1
113,572,5
193,465,3
193,636,1
335,672,3
