contest_type_id,roster_slot_id,count
37,225,2
37,226,3
37,227,1
81,475,5
81,476,1
92,496,1
92,497,1
92,498,1
92,499,1
92,500,1
92,501,1
92,502,1
92,503,1
93,494,5
93,495,1
