draft_group_id,game_id
84336,5895312
84336,5895906
84336,5896704
84336,5897436
84336,5897502
84336,5898336
84336,5898750
84336,5899206
84336,5899836
84336,5902993
84337,5895312
84337,5895906
84337,5896704
84337,5897436
84337,5897502
84337,5898336
84337,5898750
84337,5899206
84337,5899836
84337,5902993
84338,5895312
84338,5895906
84338,5896704
84338,5897436
84338,5897502
84338,5898336
84338,5898750
84338,5899206
84338,5899836
84338,5902993
84339,5899206
84340,5895906
84340,5896704
84340,5897436
84341,5897436
84342,5895312
84342,5897502
84342,5898336
84342,5898750
84343,5895312
84344,5899836
84344,5902993
84345,5899836
84345,5902993
84346,5902993
84347,5902993
84348,5902994
84349,5902998
