draft_group_id,game_id
95780,5960180
95781,5956286
95781,5958098
95782,5956286
95782,5958098
95783,5958098
95784,5958566
95785,5958566
95786,5956382
95786,5958050
95786,5959130
95786,5959448
95786,5960702
95786,5960942
95786,5961638
95787,5956382
95787,5958050
95787,5959130
95787,5959448
95787,5960702
95787,5960942
95787,5961638
95788,5956382
95788,5958050
95788,5959130
95788,5959448
95788,5960702
95788,5960942
95788,5961638
95789,5960702
95790,5958050
95791,5959130
95791,5960942
95792,5959130
95793,5959130
95794,5959131
95795,5959135
95796,5960180
