draft_group_id,game_id
141634,6133518
141635,6128808
141637,6130374
141641,6130896
141642,6130896
141643,6130897
141659,6130896
141659,6130920
141660,6130896
141660,6130920
141662,6128808
141662,6130374
141662,6130896
141662,6130920
141662,6131646
141662,6132894
141662,6133518
141663,6128808
141663,6130374
141663,6130896
141663,6130920
141663,6131646
141663,6132894
141663,6133518
141664,6128808
141664,6130374
141664,6130896
141664,6130920
141664,6131646
141664,6132894
141664,6133518
141665,6128808
141665,6130374
141665,6130896
141665,6130920
141665,6131646
141665,6132894
141665,6133518
141669,6131646
141669,6132894
