draft_group_id,game_id
139831,6128304
139831,6129072
139831,6129570
139833,6129570
139834,6128304
139835,6128010
139835,6130806
139835,6131814
139835,6132372
139835,6133158
139836,6128010
139836,6130806
139836,6131814
139836,6132372
139836,6133158
139837,6128010
139837,6130806
139837,6131814
139837,6132372
139837,6133158
139838,6128010
139838,6130806
139838,6131814
139838,6132372
139838,6133158
139839,6133158
139840,6131814
139841,6130806
139841,6132372
139842,6130806
139842,6132372
139843,6132372
139844,6132372
139845,6132373
139846,6128304
139846,6129072
139846,6129570
