draft_group_id,game_id
137366,6127764
137366,6130104
137367,6127764
137367,6130104
137368,6127764
137369,6127956
137370,6129324
137370,6129858
137370,6131724
137370,6132258
137370,6133536
137371,6129324
137371,6129858
137371,6131724
137371,6132258
137371,6133536
137372,6129324
137372,6129858
137372,6131724
137372,6132258
137372,6133536
137373,6129324
137373,6129858
137373,6131724
137373,6132258
137373,6133536
137374,6132258
137375,6129858
137376,6129324
137376,6131724
137377,6129324
137377,6131724
137378,6131724
137379,6131724
137380,6131725
