draft_group_id,game_id
144713,6132138
144713,6133200
144714,6132138
144714,6133200
144715,6133200
144716,6132138
144717,6128934
144717,6129390
144717,6131574
144717,6133908
144717,6134064
144717,6134130
144718,6128934
144718,6129390
144718,6131574
144718,6133908
144718,6134064
144718,6134130
144719,6128934
144719,6129390
144719,6131574
144719,6133908
144719,6134064
144719,6134130
144720,6128934
144720,6129390
144720,6131574
144720,6133908
144720,6134064
144720,6134130
144734,6129390
144735,6134064
144736,6131334
144736,6134064
144737,6131334
144737,6134064
144738,6131334
144739,6131334
144740,6131335
