draft_group_id,game_id
120643,6043939
120644,6043939
120645,6044641
120645,6045949
120645,6046321
120645,6046771
120645,6049687
120646,6044641
120646,6045949
120646,6046321
120646,6046771
120646,6049687
120647,6044641
120647,6045949
120647,6046321
120647,6046771
120647,6049687
120648,6044641
120648,6045949
120648,6046321
120648,6046771
120648,6049687
120649,6046771
120650,6045949
120651,6044641
120651,6049687
120652,6044641
120653,6046321
120654,6047665
120654,6048439
120655,6047665
120656,6047665
120657,6047666
