draft_group_id,game_id
123436,6043345
123436,6046189
123436,6046699
123436,6046933
123436,6047005
123436,6049333
123436,6049939
123757,6043345
123757,6046189
123757,6046699
123757,6046933
123757,6047005
123757,6049333
123757,6049939
123758,6043345
123758,6046189
123758,6046699
123758,6046933
123758,6047005
123758,6049333
123758,6049939
123759,6043345
123759,6046189
123759,6046699
123759,6046933
123759,6047005
123759,6049333
123759,6049939
123760,6047005
123761,6043345
123762,6046189
123762,6046699
123762,6046933
123762,6049939
123763,6046189
123764,6045397
123765,6045091
123765,6045397
123765,6049003
123766,6045091
123766,6045397
123766,6049003
123767,6049003
123768,6049003
123769,6049004
