draft_group_id,game_id
102960,5955278
102960,5955320
102960,5957414
102960,5957750
102960,5958902
102960,5959886
102960,5960090
102960,5961398
102961,5955278
102961,5955320
102961,5957414
102961,5957750
102961,5958902
102961,5959886
102961,5960090
102961,5961398
102962,5955278
102962,5955320
102962,5957414
102962,5957750
102962,5958902
102962,5959886
102962,5960090
102962,5961398
102963,5957750
102964,5955320
102964,5958902
102965,5958902
102966,5955278
102966,5960090
102967,5955278
102968,5961398
102969,5959886
102969,5961398
102970,5959886
102970,5961398
102971,5959886
102972,5959886
102973,5959887
102974,5959891
