draft_group_id,game_id
118400,6043663
118400,6044167
118401,6043663
118401,6044167
118402,6043663
118403,6043219
118403,6046495
118403,6047155
118403,6047743
118404,6043219
118404,6046495
118404,6047155
118404,6047743
118405,6047743
118406,6044215
118406,6046171
118406,6046279
118406,6047059
118406,6047587
118406,6048313
118407,6044215
118407,6046171
118407,6046279
118407,6047059
118407,6047587
118407,6048313
118408,6044215
118408,6046171
118408,6046279
118408,6047059
118408,6047587
118408,6048313
118409,6044215
118409,6046171
118409,6046279
118409,6047059
118409,6047587
118409,6048313
118410,6046279
118411,6046171
118412,6047059
118412,6047587
118412,6048313
118413,6048313
118414,6048313
118415,6048314
